id;Label;
35470;Virginia Hey;
35472;Christopher Meloni;
35475;Sarah Silverman;
35477;Amanda Donohoe;
35487;BanjÅ Ginga;
35489;Matt Winston;
3549;Aino Taube;
35492;Stella Stevens;
35494;Thomas Rosales; Jr.
355;S. Epatha Merkerson;
3550;Kristina Adolphson;
35504;Karen Duffy;
35507;Prabhu Ganesan;
35508;Chris Noth;
35509;Audra Lindley;
3551;Val Avery;
35513;Mya;
35518;James Dreyfus;
3552;Dorothy Gulliver;
35525;Virginia Dale;
35533;Millard Mitchell;
35534;Gary Merrill;
35543;Henry Gibson;
35549;David Manners;
35550;Kathleen Harrison;
35553;Dann Florek;
35554;Helen Chandler;
35556;Betsy Palmer;
35559;Bijou Phillips;
35560;Stuart Baird;
35561;StÃ©phane Audran;
35562;Al Waxman;
35564;Jang Dong-gun;
35572;Tammy Grimes;
35574;Chiaki Kuriyama;
35578;Alan Rosenberg;
35579;Clive Revill;
35582;Ayumi Ito;
35586;Daisuke GÅri;
35589;John Dall;
35591;David McCullough;
35593;James Rebhorn;
35595;Steve Zahn;
35598;Sujatha;
35603;Alicia Goranson;
35605;Sonja Sohn;
35607;Jon Cryer;
35619;Jamie Bell;
35620;Julee Cruise;
35623;Scott Glenn;
35630;Hwang Jang Lee;
35634;Candy Candido;
35635;George Hearn;
35636;Jack Scalia;
35638;Imogen Stubbs;
35639;Valentina Cervi;
35640;Larry the Cable Guy;
35641;Cyril Ritchard;
35644;Tuesday Weld;
35651;Orlando Jones;
35653;Jonathan Tucker;
35656;Roy Dupuis;
35670;Will Sasso;
35672;Treat Williams;
35683;Takahiro Sakurai;
35694;Paula GarcÃ©s;
35695;Howie Long;
35696;Yoko Shimada;
35697;Billie Whitelaw;
35698;Jacqueline Obradors;
357;Neil Hamilton;
3570;Laura Dean;
35700;Eddie Deezen;
35705;Cara Pifko;
35707;Megan Ward;
3571;Antonia Franceschi;
35710;Fernanda Montenegro;
35714;Akim Tamiroff;
35716;H. B. Warner;
35717;Roland Young;
35748;Jason London;
35754;Vince Van Patten;
35755;Dick Van Patten;
35759;Tom Welling;
35764;Griffin Dunne;
35768;Salim KÃ©chiouche;
35770;Sean McCann;
35773;Patton Oswalt;
35776;Steve Oedekerk;
35780;Richard Tucker;
35784;Catherine Hicks;
35787;Joe Alaskey;
35791;Lainie Kazan;
35797;Robert Wuhl;
35799;Julie Benz;
35801;Geraldine McEwan;
35804;Laura Harring;
35807;Leonid Myasin;
35808;David Gulpilil;
35810;Kenji Utsumi;
35811;Bianca Jagger;
35812;Barry Pepper;
35814;Stratford Johns;
35815;Mark Rolston;
35819;Marius Goring;
35820;Harry Anderson;
35824;Bruce Glover;
35825;Paz Vega;
35828;Armand Assante;
35835;DorothÃ©e Berryman;
35837;Jeff Bennett;
35839;Margot Kidder;
35842;Dee Wallace-Stone;
35849;Helmut Griem;
35850;Rick Aviles;
35851;Hiroko Emori;
35854;Reginald VelJohnson;
35863;Max Wall;
35864;Grayson Hall;
35869;Hajji;
35871;Tamlyn Tomita;
35872;Helen Shaver;
35879;Angus Macfadyen;
35880;Atsuko Tanaka;
35885;Ernie Sabella;
35887;Mykelti Williamson;
35890;Miguel Angel Suarez;
35893;Kenneth Colley;
359;Jeff Chandler;
35908;Elizabeth Rogers;
35912;Loretta Devine;
35916;Dylan and Cole Sprouse;
35917;Kara Hoffman;
35926;Taryn Manning;
35931;Talisa Soto;
35932;Kristina SÃ¶derbaum;
35933;SaÃ¯d Taghmaoui;
35936;Jean Peters;
35937;Robin Askwith;
35938;Katharine Houghton;
35940;Schuyler Grant;
35944;Hermione Baddeley;
35947;Thayer David;
3595;Lori Williams;
35954;Claire Skinner;
35957;Jan Decleir;
3596;Sue Bernard;
35960;Jean Hagen;
35964;Sarah Douglas;
35965;Kathryn Erbe;
35967;Leslie Banks;
35968;Ruby Dee;
35970;Kristen Bell;
35971;Bruce Spence;
35972;Cathy Tyson;
35973;Robert Cummings;
35975;Gene Lockhart;
35976;Terry Kilburn;
35977;Fritz Feld;
35978;Mildred Dunnock;
35980;Laura Innes;
35982;Kaki Hunter;
35990;Bibi Besch;
35994;Greg Dulli;
35997;Jason AcuÃ±a;
35998;Chris Pontius;
36;The Rock;
36014;Tony Leung Ka-Fai;
36018;Jenette Goldstein;
36021;Chris Parnell;
36027;Rake Yohn;
36028;CKY Crew;
36029;Ryan Dunn;
36030;Brandon DiCamillo;
36031;Daniel Craig;
36032;Tony Anselmo;
36033;Erika Christensen;
36035;Freddie Highmore;
36038;Carrie Henn;
36042;Oded Fehr;
36043;Mili Avital;
36044;Peter Riegert;
36051;Kellye Nakahara;
36056;Lisa Ann Walter;
36057;Steve Carell;
36058;Nora Dunn;
3606;Frida Richard;
36060;Cookie Mueller;
36065;Robert Hays;
36066;Tara Sands;
36067;Aubrey Smith;
3607;Petr Cepek;
36075;Philip Baker Hall;
36076;Madeleine Reynal;
36077;Buddy Baer;
36078;Peter Weller;
3608;Jan Kraus;
36085;Anita Yuen;
36086;Tracy Morgan;
36088;Billy Hayes;
3609;VladimÃ­r Kudla;
36095;Didi Conn;
36096;ClÃ©mence PoÃ©sy;
36097;John Larroquette;
3610;Antonin Zacpal;
36101;Kelly LeBrock;
36105;Iris Graham;
36106;Arlene Francis;
36110;John Gregson;
36111;Cecil Parker;
36114;Hector Luis Bustamante;
36119;Shunsuke Kazama;
36120;Barry Corbin;
36130;John Gavin;
36133;Aki Maeda;
36135;Dougray Scott;
36136;August Diehl;
36143;Paul Guilfoyle;
36149;Fred Alan Wolf;
36152;Al Harrington;
36157;TchÃ©ky Karyo;
36158;Cynthia Rothrock;
36161;Louis Hayward;
36164;Shia LaBeouf;
36175;Graham Stark;
36179;Dennis Haysbert;
36180;Edward Burns;
36183;Robert Gant;
36187;Manos Katrakis;
36188;Connie Nielsen;
36189;Veronica Cartwright;
36190;Sam Rockwell;
36193;Rufus Sewell;
36197;Sylvia Syms;
362;John Spencer;
36200;Jon Seda;
36202;Richard Steven Horvitz;
36203;Monique Mercure;
36204;Makenzie Vega;
36205;Erland Josephson;
36215;Miki Nakatani;
36220;Dagmara Dominczyk;
36222;Brian Aherne;
36223;William Gargan;
36225;James Stephenson;
36226;James Gleason;
36227;Henry Travers;
36228;Michael Chekhov;
36229;Thomas Gomez;
36230;Oscar Homolka;
36231;Leo Genn;
36232;Arthur Hunnicutt;
36238;Audrey Totter;
36240;Avery Schreiber;
36242;Clint Howard;
36243;Alex Winter;
36244;Yehuda Levi;
36245;Assi Cohen;
36248;Lee Bowman;
36249;Luther Adler;
36253;Geraldine Fitzgerald;
36270;Herbert Marshall;
36271;Kika Markham;
36272;Diana Lynn;
36277;Irene Handl;
36278;Urmila Matondkar;
36282;Allen Jenkins;
36283;Paul Michael Glaser;
36285;Steve Railsback;
36288;Morris Day;
36293;Maddie Blaustein;
36298;George Lindsey;
36299;Tantoo Cardinal;
363;Mako;
36303;John Hillerman;
36304;Amy Jo Johnson;
36305;John Leguizamo;
36306;Kent Smith;
3631;Mistress Beatrice;
36311;Estelle Winwood;
36313;Tom Tully;
36314;Joe Mantell;
36317;Arnold Stang;
36318;Lee Tracy;
36319;Michael Dunn;
3632;Mistress Catherine;
36320;Frank Finlay;
36324;Dinah Sheridan;
36329;Rhonda Fleming;
3633;Mistress Delilah;
36335;Seymour Cassel;
36336;John Marley;
36339;Vincent Gardenia;
3634;Mistress Natasha;
36340;Jack Gilford;
36344;Jean Rochefort;
36348;Tyrone Power; Sr.
3635;Mistress Raven;
36351;YÅ«ko Minaguchi;
36352;Adolph Caesar;
36355;Roger Pierre;
36361;Gary Sweet;
36362;Helen Buday;
36363;John Matuszak;
36369;Ray Park;
36371;Chris Penn;
36377;Mirai Yamamoto;
36390;Merritt Butrick;
36393;Megan Follows;
36396;Pamela Brown;
36402;Maila Nurmi;
36403;Geraldine James;
36405;Charles Grapewin;
36409;Brother Theodore;
36416;Tom DeLonge;
36419;Sydney Chaplin;
36421;Wilson Jermaine Heredia;
36423;Marjoe Gortner;
36425;Setsuko Hara;
36430;Dora Bryan;
36431;Constance Marie;
36434;Ren Osugi;
36435;Mary Elizabeth McGlynn;
36437;Yvette Mimieux;
36439;Machiko Kyo;
36447;Kevin Conway;
36448;Julia Ormond;
3645;Jamie Gannon;
36450;Erin Fleming;
36454;Masanobu Ando;
36456;Aishwarya Rai;
36457;Lawrence Tierney;
36458;Phyllida Law;
36461;Amy Palant;
36462;Fyvush Finkel;
36463;Phil Daniels;
36465;Virginia Madsen;
36466;Sophie Okonedo;
36467;David Rasche;
36468;Dwight Frye;
36469;Paul Freeman;
36476;Arturo Rivera;
36479;Martin Spanjers;
36484;Michael Berryman;
36486;Bolo Yeung;
36489;Bob Balaban;
36497;Won Bin;
36503;Samir Khader;
36509;Liz Fraser;
36514;Jenifer Lewis;
36516;Andrzej Seweryn;
36523;Nicole Bilderback;
36530;Edie Adams;
36532;Dave Goelz;
36533;Siobhan Fallon;
36537;Ken Hudson Campbell;
36540;Arnold Vosloo;
36543;John Vernon;
36544;Vas Blackwood;
36547;Skeet Ulrich;
36553;Lambert Wilson;
36557;Lilli Palmer;
36564;Brendan Gleeson;
36565;Mary Kay Place;
36566;Robert Walker;
36567;Nancy Olson;
36568;Fred Clark;
36570;Constance Talmadge;
36573;Donatas Banionis;
36574;Earl Boen;
36582;Ricky Hui;
36588;Kevin Zegers;
36591;Donnie Yen;
36594;Rae Dawn Chong;
36597;Shane West;
36598;Maria Bello;
36599;CCH Pounder;
36601;Sousuke Takaoka;
36603;Karan Ashley;
36604;William Dieterle;
36612;Melanie Mayron;
36613;Louise Beavers;
36622;Michael Ealy;
36624;Rachel Blanchard;
36625;Ed Bishop;
36631;Ai Maeda;
36632;Chishu Ryu;
36636;Cherie Lunghi;
36641;Ellen Corby;
36642;Michael Beck;
36644;Jason Weaver;
36646;James Purefoy;
36648;Maren Ord;
36652;Mekhi Phifer;
36660;John Ireland;
36663;Ian Hart;
36666;Amber Valletta;
36670;Beah Richards;
36676;Leon Robinson;
36678;Onslow Stevens;
36679;Brad Swaile;
36688;Kieran Culkin;
3669;Christopher Collet;
36699;Seu Jorge;
36700;Roger Bart;
36705;Jan Hooks;
36707;Pamela Reed;
36709;Anny Ondra;
36710;Campbell Scott;
36714;Suzanna Hamilton;
36718;Philippe Noiret;
36722;Jake Weber;
36724;Jesse Eisenberg;
36738;Dee Hepburn;
36739;Toby Huss;
36741;William Mapother;
36744;John Laurie;
36748;Wendell Corey;
36752;Kevin McKidd;
36756;Sean Patrick Thomas;
36757;Charlie Hunnam;
36761;Lionel Jeffries;
36763;Kevin Dunn;
36769;Mathilda May;
36775;Pamelyn Ferdin;
36791;Bryan Forbes;
36795;Humbert Balsan;
36797;Lynn Lowry;
36799;Paula Prentiss;
36802;Brian Conley;
36804;Nikki Schieler Ziering;
36813;Marianne Jean-Baptiste;
36816;Rachel Hurd-Wood;
36817;Kyra Sedgwick;
36818;Frank Vincent;
36819;David Koechner;
36826;Ti Lung;
36830;Louis Wolheim;
36831;Nick Stahl;
36838;Barney Martin;
36840;Mark Addy;
36841;Jeffrey Wright;
36843;Joey Slotnick;
36847;Barbara Hale;
36849;Aaron Stanford;
36851;Ben Shenkman;
36853;Rini Bell;
36855;Ruth Roman;
36866;Bill Paterson;
36872;Obba Babatunde;
36878;Dana Ashbrook;
36882;Mika Boorem;
36884;James Franco;
36887;Jeremy Piven;
36897;Rory Calhoun;
36898;Richard Arlen;
36899;John Finn;
369;Alan Ford;
36904;Jeremy Sisto;
36906;Ann Savage;
36912;Dan Duryea;
36918;Charles McGraw;
36920;Bumper Robinson;
36922;Omar Gooding;
36923;Emma SjÃ¶berg;
36926;Eileen Atkins;
36927;Jean Marsh;
36931;Dan Hedaya;
36933;Barbara Barrie;
36937;Harry Carey; Jr.
36941;Glenn Shadix;
36945;David Krumholtz;
36946;Amy Madigan;
36947;Gene Barry;
36950;Mario Yedidia;
36955;Don McKellar;
36961;Jason Gedrick;
36962;Kimberly Williams;
36964;Bill Duke;
36967;Saeed Jaffrey;
36974;Bob Gunton;
36977;Duncan Renaldo;
36981;Mink Stole;
36982;Sergi LÃ³pez;
36986;David Herman;
36990;Brigitte Lin;
36995;Shelley Hack;
36999;Jon Hall;
37;Arthur Kennedy;
37001;Xander Berkeley;
37003;Jude Ciccolella;
37005;MÃ­a Maestro;
37007;Patricia VelÃ¡squez;
37008;Shawn Smith;
37009;Ross Bagley;
37010;Bug Hall;
37011;Travis Tedford;
37014;Julian Richings;
37015;Steve Forrest;
37016;Adrienne Bailon;
37017;Dub Taylor;
37032;Billy Gilbert;
37034;Dorian Harewood;
37038;Colleen Camp;
37040;Bob Lazarus;
37041;Harley Jane Kozak;
37043;Regina King;
37047;Mark Dindal;
37050;Marc Blucas;
37057;Brian George;
37061;Laird Cregar;
37063;Schuyler Fisk;
37065;Eileen Brennan;
37071;Betty Lou Gerson;
37072;Lauren Holly;
37073;Josh Charles;
37076;Mel Ferrer;
37077;Corey Carrier;
37078;Steven Hill;
37087;Bradley Walsh;
37092;Robin Harris;
37095;Graham Kennedy;
37097;Lewis Fitz-Gerald;
371;Hiroshi Abe;
37102;Julie Dreyfus;
37110;Pierre Fresnay;
37111;Kathleen Quinlan;
37118;Clint Walker;
37123;Rodrigo de la Serna;
37127;GÃ¶tz George;
37136;Kiely Williams;
37144;Tom Neal;
37147;Chi McBride;
37160;Hugh Lloyd;
37161;Teagan Presley;
37162;Tom Noonan;
37163;Barbara Carrera;
37165;Maria de Medeiros;
37168;David Field;
37175;Anatoly Solonitsyn;
37176;Alexander Kaidonovsky;
37179;William Sylvester;
37181;George Tobias;
37182;Rick Gonzalez;
37183;Edward Albert;
37187;Jayne Meadows;
37188;Sergo Zakariadze;
37189;Timothy Spall;
37197;Cheryl Chase;
372;J. Carrol Naish;
37200;Mary McCormack;
37215;Mark Moses;
37217;Slavko Å timac;
37218;Fernando Rey;
37220;Francisco Rabal;
37231;John Kapelos;
37232;Sophia Myles;
37233;Donald Gibb;
37234;Vanessa Bell Calloway;
37235;Mel Jackson;
37240;Patrick Muldoon;
37251;Krista Allen;
37252;Clara Blandick;
37253;David Tennant;
37255;Ron Eldard;
37261;Michael Chaplin;
37262;Joe Morton;
37267;Elaine Hendrix;
37268;Karen Mok;
37269;Prashanth;
37271;Peter Wingfield;
37273;Pat Buttram;
37274;Ben Whishaw;
37276;Emile Hirsch;
37277;James Remar;
37278;Timothy Olyphant;
37279;Phil Morris;
37284;Michael Bergin;
37286;Dana Hill;
37288;Clayton Rohner;
37289;Michael Rapaport;
37292;David Collings;
37293;Christopher Cazenove;
37303;Doug Wright;
37305;Kishi Keiko;
37307;Kerry Fox;
37311;Tim Holt;
37318;Rachel Ticotin;
37319;Ellen Pompeo;
37323;LFO;
37326;Wayne Grayson;
37328;Jonathan Banks;
37329;Dick Miller;
37333;Gilda Gray;
37334;Karlheinz BÃ¶hm;
37335;Bruce McGill;
37341;Elia Suleiman;
37347;Bridgette Wilson;
37348;Frances Conroy;
37350;Ed Lauter;
37354;Rhiana Griffith;
37356;Michael ParÃ©;
37363;Jack Watling;
37368;Perry King;
37377;David Patrick Kelly;
37379;Shane Black;
37380;Andrew Divoff;
37387;Jay Tavare;
37388;William Atherton;
37390;William Sadler;
37391;John Hawkes;
37393;Zbigniew Zamachowski;
37395;O. V. Vijayan;
37398;Lawrence Makoare;
374;Doug Jones;
37401;Debra Paget;
37404;Zia Mohyeddin;
3741;Nelson Dantas;
37412;Emmanuelle Chriqui;
37414;Marissa Ribisi;
37415;Marc Lawrence;
37416;Zoe Saldana;
37417;Akira Terao;
37418;Elizabeth PeÃ±a;
3742;Marco Ricca;
37425;Juliet Stevenson;
37426;Raffaella CarrÃ;
37429;Pernilla August;
3743;Eduardo Moscovis;
37432;Take 5;
37434;Gary Farmer;
37437;Clifton Davis;
3744;Lulu Santos;
37440;Meera Jasmine;
37443;Brenda Marshall;
37445;Michael Parks;
3745;Alessandra Negrini;
37464;SiobhÃ¡n McKenna;
37467;May McAvoy;
37469;Gabriel Damon;
3747;Sarah Rosenberg;
37471;Richard Beymer;
37472;Susan Strasberg;
37473;Albert DieudonnÃ©;
37475;Noah Beery; Sr.
37476;Noah Beery; Jr.
37477;Gerald Flood;
3748;Michelle Brookhurst;
37482;Bill Farmer;
37483;Christy Chung;
37485;Samantha Mathis;
37488;Teagan Clive;
37491;Kelli Garner;
37498;Paddi Edwards;
375;Bill Hunter;
37507;Kate Nelligan;
37509;Candi Milo;
37511;Richard Griffiths;
37518;John Fleck;
37519;Gregory Jbara;
37520;Marisa Berenson;
37524;ClÃ¡udia Abreu;
37529;Don Frye;
37530;Tom Oliver;
37532;Colin Welland;
37534;Leigh Whannell;
37536;Susan Anbeh;
37539;Fernanda Torres;
37545;Molly Parker;
37552;Rodrigo Santoro;
37553;Mike McShane;
37560;Seth Rogen;
37561;Judd Apatow;
37562;Swoosie Kurtz;
37563;Tura Satana;
37564;William Eythe;
37565;Mark Metcalf;
37566;Joan Freeman;
37567;Alexandra Maria Lara;
37568;Jack Elam;
3757;Kumi Mizuno;
37570;Tommy Rettig;
37575;Brenda Vaccaro;
37576;Richard Edson;
37578;John Payne;
37581;James Robertson Justice;
37587;James Shigeta;
37589;Jonathan Silverman;
37593;Shaun Benson;
37594;Chiwetel Ejiofor;
37596;Stephen McNally;
37601;Cindy Margolis;
37604;Jill Ireland;
37608;Sam Levene;
37610;Millie Perkins;
37611;Michael Welch;
37612;Kelly Lynch;
37617;Stephen Tobolowsky;
37620;Fred Armisen;
37627;Robert Townsend;
37628;Charles S. Dutton;
37631;Erick Avari;
37636;Arshad Warsi;
37637;Jackie Shroff;
37642;Jay Baruchel;
37643;Stanislav Ianevski;
37644;Melinda Dillon;
37651;Miko Hughes;
37653;Jill Bennett;
37660;Dian Bachar;
37662;Miyu Irino;
37664;Frank Lovejoy;
37673;Christopher Atkins;
37674;Lisa Pelikan;
37675;Michael Winslow;
3768;Annick Obonsawin;
37680;Danny Nucci;
37681;Tom Hardy;
37686;Amy Yasbeck;
37689;Phillip Glasser;
37693;Heinz RÃ¼hmann;
37698;Rumer Willis;
37699;Melora Hardin;
37703;Martin Gabel;
37707;Kristen Johnston;
37708;Vilgot SjÃ¶man;
37712;Tatsuya Nakadai;
37713;Silas Carson;
37715;Hugh Bonneville;
37717;Michael Wincott;
37719;Rob Morrow;
37724;Vondie Curtis-Hall;
37725;Carol Lynley;
37728;Paul Vogt;
37733;Jack Noseworthy;
37738;Richard Grieco;
37739;Jack Riley;
37740;Eddie Cahill;
37741;Mason Adams;
37747;Eileen Herlie;
37750;Donald Sinden;
37753;Forrest Landis;
37756;Kari Wahlgren;
37763;Alan North;
37766;Sebastien Foucan;
37777;Bruce Reitherman;
37781;Charlie Korsmo;
37783;Katie Stuart;
37784;Ann Reinking;
37791;Nikki Reed;
37802;Noel Fisher;
37806;Julianne Nicholson;
37822;Jack MacGowran;
37825;Shannon Lee;
37826;Skippy;
37831;Wiley Wiggins;
37833;Julie Hagerty;
37834;David Doyle;
37836;John Byner;
37837;Cindy Morgan;
37854;Courtland Mead;
37856;Eleanor Audley;
37857;Peter Greene;
37859;Tatiana Maslany;
37862;Josh Keaton;
37871;Adriana Caselotti;
37872;Brandy Ledford;
37877;Romain Duris;
37879;Felix Aylmer;
3788;Richard Eyer;
37880;Dave England;
37882;Tom Tryon;
37883;Sarah Hagan;
37888;Richard Fish;
37908;Steve Valentine;
37914;Everett Sloane;
37916;Amanda Root;
37927;Anthony Zerbe;
37929;Dick Shawn;
37930;Robert Pattinson;
37932;Daphne Ashbrook;
37934;Colin Salmon;
37935;Pamela Adlon;
37939;Susan Sheridan;
37941;Emil Karewicz;
37942;StanisÅaw Mikulski;
37951;Virginia McKenna;
37952;Justin Whalin;
37953;Debi Derryberry;
37956;Ghassan Massoud;
37957;Justin Bartha;
37958;Julie Cox;
37965;Anna Deavere Smith;
37966;Aubrey Morris;
37967;Rider Strong;
37969;Dyanne Thorne;
37980;Terry Crews;
37983;Suzy Amis;
37987;Diane Baker;
37989;Will Ryan;
37990;Bulle Ogier;
37991;Barry Primus;
37996;James Read;
37998;Alan Carney;
38001;Brad Dexter;
38002;James Karen;
38007;Michelle Monaghan;
38026;Kenneth Tsang;
38027;Emilio EchevarrÃ­a;
38030;Reni Santoni;
38031;Patricia Hayes;
38033;Dudley Sutton;
38034;Carey Loftin;
38036;Conrad Brooks;
38037;Craig Sheffer;
38040;Kathleen Wilhoite;
38047;Peter Jeffrey;
38049;Len Carlson;
38056;James Best;
38064;Saul Rubinek;
38069;Jim Hutton;
3807;Toni Berger;
38073;Joan Lunden;
38077;Geraldine Somerville;
38078;Ricky Fataar;
38080;Jason Wingreen;
38081;Edie McClurg;
38082;Michael Nouri;
38088;Perla Haney-Jardine;
38097;Sean Gunn;
3810;Peter Jason;
38100;Nikolai Grinko;
38104;Robbie Rist;
38108;Gaby Hoffmann;
38112;Cheryl Campbell;
38117;Mark Wingett;
38127;Patrice ChÃ©reau;
38131;Polly Draper;
38132;Brian Thompson;
38136;Tom Conway;
38139;Sandra Hess;
38143;Chulpan Khamatova;
38146;Ethan Suplee;
38148;Mary Beth Hurt;
38152;Sam Robards;
38160;Robert Sean Leonard;
38164;Rachel Shelley;
38167;Ken Takakura;
38176;David Wayne;
38180;Barry Letts;
38187;Jesse Bradford;
38192;Stephanie Finochio;
38199;Dominic West;
382;Gordon Jackson;
38209;Kristen Miller;
38214;Britt Leach;
38218;Paul Brennan;
38221;Ben Masters;
38225;Dante Basco;
38229;Dionne Quan;
38235;Roy Atwell;
38242;Alex Vincent;
38243;Dinah Manoff;
3825;Conrad Bachmann;
38254;Desmond Harrington;
38255;Cerina Vincent;
38257;Kyle Chandler;
38270;Bonnie Bartlett;
38281;Frankie Darro;
38283;M. C. Gainey;
38287;Russi Taylor;
38288;Charlie O'Connell;
38296;Donna Murphy;
38297;Alex Frost;
38298;Audrey Dalton;
38304;Lisa Marie;
38308;Heinrich George;
38322;Jan-Michael Vincent;
38323;Ajith Kumar;
38326;Nikolai Cherkasov;
3833;Toku Nishio;
38335;AnnaSophia Robb;
3834;Saikachi Ryuuji;
38341;Bill Cobbs;
38342;Stan Hart;
38343;Joel Edgerton;
38345;Miho Nakayama;
38352;Matthew Settle;
38353;Eileen Essell;
38354;Ashley Scott;
38363;John Gordon Sinclair;
38366;Lionel Stander;
38371;Wayne Robson;
38373;Bruce Payne;
38380;Jeff East;
38381;Jack Weston;
38382;Roscoe Lee Browne;
38383;Stacey Travis;
38384;Vicki Lewis;
38386;Kuno Becker;
38387;Saffron Burrows;
38390;Cherry Jones;
38392;Theresa Randle;
38393;Coleen Gray;
38395;Mike Mazurki;
38396;Jonathan Hyde;
38399;Bobby Cannavale;
384;Milo O'Shea;
38405;Aaron Himelstein;
38406;Brooke Langton;
38409;Catherine Mary Stewart;
38410;Amira Casar;
38412;Judson Scott;
38415;Susanna Thompson;
38419;Patrick Bauchau;
38421;John Neville;
38426;Uschi Digard;
38427;Robert Ellenstein;
38429;Adrian Grenier;
38435;Lloyd Nolan;
38445;Lenore Kasdorf;
38446;Nicole Ari Parker;
38452;Lonette McKee;
38454;Sarita Choudhury;
38458;Wallace Ford;
38463;Billy Bletcher;
38470;Terrence Howard;
38471;Lawrence Hilton-Jacobs;
38473;Drew Fuller;
38474;Billy Drago;
38476;Mark Wells;
38479;Judy Geeson;
38480;Larry Miller;
38486;Tad Horino;
38515;Garry McDonald;
38516;Nick Mancuso;
38520;Clarence Kolb;
38521;Eric Schweig;
38526;Dania Ramirez;
38528;KaDee Strickland;
38529;Daniel Franzese;
38530;Leo Fitzpatrick;
38531;Sara Rue;
38533;Richard Kind;
38536;Noah Emmerich;
38545;Victor Varconi;
38547;Cayden Boyd;
38553;Christine Ebersole;
38554;Haruka Ayase;
38556;Ariana Richards;
38557;Christina Pickles;
38558;Georg Stanford Brown;
38564;David Nelson;
38565;Timothy Busfield;
38566;Charles Dance;
38569;Paula Raymond;
38570;Tom Gallop;
38571;Michael Weston;
38579;Jimmy Bennett;
38580;Sidney Lassick;
38588;Byron Foulger;
38590;Tom Tyler;
38597;Sigrid Gurie;
38599;Branscombe Richmond;
38600;Roger Aaron Brown;
38605;Verna Felton;
38607;Ben Murphy;
38609;Keith Cooke;
38611;Kathleen Lockhart;
38620;Dan Monahan;
38624;Milind Soman;
38625;Ivan Sergei;
38626;Lillian Roth;
38627;James Gammon;
38637;Jonathan Jackson;
38640;Joanna Krupa;
38642;Paul Schulze;
38646;Yee Jee Tso;
38648;Zohra Lampert;
38654;Bradford Dillman;
38658;George Macready;
38668;Paul Bartel;
38669;Mary Woronov;
38671;Henry Brandon;
38676;Brooke Adams;
38677;Mike Epps;
38685;Richard Jenkins;
38686;Joanna Cassidy;
38689;Lionel Atwill;
38692;Thorley Walters;
38693;Barbara Shelley;
38701;Julius La Rosa;
38704;Jesse Jane;
38708;Rick Rossovich;
38709;Tia Texada;
38710;Skipp Sudduth;
38714;Bridgette Andersen;
38717;Jean Rouverol;
38720;Alexandra Holden;
38729;Sam Elliott;
38730;Jimmy Aubrey;
38737;Ben Foster;
38738;Adrian Lester;
38745;Eric Christmas;
38746;Alan Badel;
38747;Lena Headey;
38748;James McAvoy;
38750;Sharon Warren;
38751;Tony Ganios;
38753;Clive Brook;
38754;Kirari;
38755;Wyatt Knight;
38760;Tully Marshall;
38763;Marie Ault;
38767;Bruce Bennett;
38776;George Buck Flower;
38780;Martha Smith;
38787;Howard Morris;
38796;Susan Clark;
38797;Kathleen Freeman;
38799;John Fiedler;
38802;Kim Darby;
38803;Casey Siemaszko;
38810;Ralph Waite;
38812;Wentworth Miller;
38813;Catherine Dent;
38824;Ryan Larkin;
38825;Anthony Heald;
38826;Ivor Emmanuel;
38829;Lucille Bliss;
38830;Bernard Blier;
38831;Bill Nunn;
38835;Mathieu CarriÃ¨re;
38836;Natalie Gregory;
38837;Justin Chatwin;
38838;Lynn Whitfield;
38839;Leonardo Cimino;
38840;Andrew Prine;
38843;Lenny Venito;
38845;Howard Da Silva;
38848;Akkineni Nagarjuna;
38856;Carole Cook;
38857;Ramon Bieri;
38858;Greg Wise;
38861;Jason Segel;
38875;James Hong;
38876;Beatrice Straight;
38877;Carla Gugino;
38879;Candy Clark;
38880;Chauncey Leopardi;
38886;Reg Varney;
38888;David Alan Basche;
38891;Daniel BrÃ¼hl;
38895;Ivana MiliÄeviÄ;
38896;Bruce Vilanch;
38897;Richard Bohringer;
38900;Terence Alexander;
38901;Maurice RoÃ«ves;
38903;Rodney Bewes;
38906;Shirley Knight;
38907;Julia Montgomery;
38909;Ann Robinson;
38914;Pamela Franklin;
38919;Marc McClure;
38920;James Tolkan;
38921;Daryl Karolat;
38922;Valerie Buhagiar;
38926;Kenneth Welsh;
38931;Zen Gesner;
38932;Cameron Thor;
38934;Allen Covert;
38951;Trevor Eve;
38952;Jamie Smith;
38955;Kelly Reilly;
38961;Cameron Mathison;
38962;Sandrine Holt;
38975;Michael Carter;
38977;Deborah Kara Unger;
38979;Scott Speedman;
38985;Shaun Weiss;
38996;Timothy Daly;
38997;Ian Ogilvy;
38998;Masami Nagasawa;
38999;Marc Caro;
39;Dan O'Herlihy;
39002;Martin Crewes;
39003;Valeria Bruni Tedeschi;
39013;Dean Cameron;
39015;Patrick Labyorteaux;
39016;Nigel Patrick;
39017;Gary Riley;
39018;Kelly Jo Minter;
39023;Shawnee Smith;
39029;William Fichtner;
39034;Alec Clunes;
39040;Rip Taylor;
39043;Fabiana Udenio;
39045;Robin Thomas;
39047;Mike Henry;
39053;Melanie Lynskey;
39054;Gregory Harrison;
39055;Ashley Tisdale;
39056;Ty Hardin;
39057;Kathy Kinney;
39069;Tom Burlinson;
